NU_IDADE,TP_ESTADO_CIVIL,TP_COR_RACA,TP_SEXO,TP_LINGUA,CO_ESCOLA,NO_MUNICIPIO_ESC,SG_UF_ESC,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,NU_NOTA_ENEM,COMPUTADOR,INTERNET
21,Soteiro(a),Parda,F,ESpanhol,27014002,Palmeira dos Indios,AL,331.9,472.8,420.1,414.9,380,403.94,Não,Não
18,Soteiro(a),Branca,F,ESpanhol,27215830,Palmeira dos Indios,AL,497.5,553.5,594.2,651.4,740,607.32,Não,Sim
18,Soteiro(a),Branca,M,ESpanhol,27014053,Palmeira dos Indios,AL,498.8,409.5,528.2,501,560,499.5,Não,Sim
18,Soteiro(a),Parda,M,ESpanhol,27013928,Palmeira dos Indios,AL,487.4,536.5,542,451.1,580,519.4,Não,Sim
19,Soteiro(a),Parda,F,Inglês,27226166,Penedo,AL,469.3,493.9,481.9,583.2,720,549.66,"Sim, um",Sim
18,Soteiro(a),Parda,F,ESpanhol,27226239,Coruripe,AL,466.5,489.9,502.4,525.8,540,504.92,"Sim, um",Sim
19,Soteiro(a),Parda,M,ESpanhol,27215830,Palmeira dos Indios,AL,578.1,441.2,530.9,569.8,580,540,Não,Sim
17,Soteiro(a),Parda,M,Inglês,27014932,Palmeira dos Indios,AL,411.2,519.9,513.9,517.1,580,508.42,Não,Não
18,Soteiro(a),Branca,F,ESpanhol,27215830,Palmeira dos Indios,AL,520.2,545.1,540,551.4,720,575.34,"Sim, um",Sim
17,Não dec,Branca,F,ESpanhol,27226239,Coruripe,AL,428.2,409.4,401.5,416.5,540,439.12,"Sim, um",Sim
17,Soteiro(a),Branca,F,Inglês,27215830,Palmeira dos Indios,AL,609.7,603.3,598.1,648.9,920,676,Não,Sim
18,Soteiro(a),Preta,M,ESpanhol,27013928,Palmeira dos Indios,AL,409.9,357.3,400.7,422.6,300,378.1,Não,Sim
17,Soteiro(a),Parda,F,ESpanhol,27014037,Palmeira dos Indios,AL,369.6,520,407.6,495.5,600,478.54,Não,Sim
19,Soteiro(a),Parda,M,Inglês,27014959,Palmeira dos Indios,AL,378.1,357,420.2,423.1,320,379.68,Não,Não
18,Soteiro(a),Branca,F,Inglês,27013901,Palmeira dos Indios,AL,548.6,515.4,551.1,391.2,840,569.26,Não,Sim
19,Soteiro(a),Parda,M,Inglês,27215830,Palmeira dos Indios,AL,368,393.3,355.7,591.8,440,429.76,"Sim, um",Sim
19,Soteiro(a),Preta,M,Inglês,27215830,Palmeira dos Indios,AL,426,499.9,520,691.9,660,559.56,Não,Sim
18,Soteiro(a),Parda,F,ESpanhol,27050572,Coruripe,AL,498.9,563,539.5,414.9,900,583.26,Não,Não
19,Soteiro(a),Parda,M,ESpanhol,27215830,Palmeira dos Indios,AL,491,520.6,546.8,457.1,580,519.1,"Sim, um",Não
19,Soteiro(a),Branca,M,Inglês,27013928,Palmeira dos Indios,AL,489.6,523.3,543,609.6,700,573.1,Não,Sim
18,Soteiro(a),Preta,M,Inglês,27047830,Penedo,AL,359.1,435,430.4,515,440,435.9,Não,Sim
18,Soteiro(a),Branca,F,ESpanhol,27215830,Palmeira dos Indios,AL,463.5,478,504.1,398.1,640,496.74,Não,Não
17,Soteiro(a),Branca,F,Inglês,27220923,Palmeira dos Indios,AL,484.8,606.2,574.5,565.5,620,570.2,"Sim, um",Sim
17,Soteiro(a),Parda,M,ESpanhol,27014029,Palmeira dos Indios,AL,373.6,400.9,443.2,446.1,380,408.76,Não,Sim
19,Soteiro(a),Branca,F,ESpanhol,27014959,Palmeira dos Indios,AL,369.1,445,514.3,416.7,540,457.02,Não,Não
17,Soteiro(a),Branca,F,Inglês,27215830,Palmeira dos Indios,AL,496.8,568.5,573.9,655,720,602.84,"Sim, um",Sim
36,Soteiro(a),Parda,F,ESpanhol,27014029,Palmeira dos Indios,AL,418.1,408.8,406.8,393.6,560,437.46,"Sim, um",Sim
21,Soteiro(a),Branca,F,ESpanhol,27014029,Palmeira dos Indios,AL,437.4,395.8,455.3,395,520,440.7,Não,Não
18,Soteiro(a),Parda,F,Inglês,27014037,Palmeira dos Indios,AL,396.8,548.5,528.8,410.8,580,492.98,Não,Não
18,Soteiro(a),Parda,F,ESpanhol,27215830,Palmeira dos Indios,AL,428.5,353.8,484.5,516.6,640,484.68,Não,Não
19,Soteiro(a),Parda,F,Inglês,27045145,Penedo,AL,454.2,517.1,403.8,452.6,620,489.54,Não,Sim
17,Não dec,Branca,M,ESpanhol,27013901,Palmeira dos Indios,AL,434.4,455.5,413.5,457.2,680,488.12,"Sim, um",Sim
17,Soteiro(a),Preta,F,ESpanhol,27226239,Coruripe,AL,329.7,452.2,488,542.1,580,478.4,Não,Sim
18,Soteiro(a),Parda,M,ESpanhol,27045234,Penedo,AL,487.2,496.8,503.3,453.9,600,508.24,Não,Sim
17,Soteiro(a),Parda,F,Inglês,27013901,Palmeira dos Indios,AL,555.1,614.6,598.9,641.3,900,661.98,"Sim, um",Sim
18,Soteiro(a),Parda,F,Inglês,27045234,Penedo,AL,438.6,340.4,439.2,405.7,580,440.78,Não,Não
19,Soteiro(a),Parda,M,Inglês,27014959,Palmeira dos Indios,AL,403.9,444,428.9,485.3,540,460.42,Não,Sim
19,Soteiro(a),Parda,F,ESpanhol,27050572,Coruripe,AL,510.4,490.7,501.5,444.6,720,533.44,Não,Sim
18,Casado(a),Parda,F,ESpanhol,27226239,Coruripe,AL,349.9,462.5,505.4,455.9,500,454.74,Não,Não
18,Soteiro(a),Parda,F,ESpanhol,27013979,Palmeira dos Indios,AL,353.9,424,520.2,393.7,500,438.36,Não,Não
18,Soteiro(a),Parda,M,ESpanhol,27014029,Palmeira dos Indios,AL,373,521.7,511.4,504.6,520,486.14,Não,Não
17,Soteiro(a),Parda,M,ESpanhol,27014029,Palmeira dos Indios,AL,422.4,467.7,483.8,491.7,560,485.12,Não,Sim
16,Soteiro(a),Parda,F,ESpanhol,27220923,Palmeira dos Indios,AL,538.1,432.3,542.7,505.2,700,543.66,Não,Sim
17,Soteiro(a),Parda,F,ESpanhol,27045234,Penedo,AL,541.7,402,511.4,629.1,580,532.84,Não,Sim
18,Separado(a),Branca,M,Inglês,27050572,Coruripe,AL,521.6,554.8,504.1,802.1,700,616.52,Não,Sim
19,Soteiro(a),Parda,M,Inglês,27014010,Palmeira dos Indios,AL,510.7,402.4,430.2,433.5,600,475.36,Não,Sim
18,Soteiro(a),Parda,M,Inglês,27050572,Coruripe,AL,551.7,597.3,572.5,827,840,677.7,"Sim, um",Sim
18,Soteiro(a),Parda,F,Inglês,27226239,Coruripe,AL,404.5,414,442.6,397.3,360,403.68,Não,Não
17,Soteiro(a),Parda,F,ESpanhol,27045145,Penedo,AL,464.7,488.3,497,429.3,560,487.86,Não,Sim
19,Soteiro(a),Parda,M,ESpanhol,27050572,Coruripe,AL,612.4,575.8,582.5,715.1,880,673.16,"Sim, um",Sim
17,Soteiro(a),Branca,F,ESpanhol,27226239,Coruripe,AL,482.7,392.9,453.6,408.6,580,463.56,Não,Sim
18,Soteiro(a),Parda,M,Inglês,27014932,Palmeira dos Indios,AL,482.7,437.7,507.8,427,400,451.04,Não,Não
17,Soteiro(a),Parda,F,ESpanhol,27013928,Palmeira dos Indios,AL,366,512,490.9,436.1,580,477,Não,Sim
17,Soteiro(a),Branca,M,Inglês,27013901,Palmeira dos Indios,AL,426.2,367.5,492.3,549.9,640,495.18,"Sim, dois",Sim
18,Soteiro(a),Parda,F,ESpanhol,27045145,Penedo,AL,404.8,397.2,473,603.2,520,479.64,Não,Sim
18,Soteiro(a),Parda,F,ESpanhol,27226328,Coruripe,AL,426.9,484.7,526,392.2,560,477.96,Não,Sim
17,Soteiro(a),Parda,M,ESpanhol,27013901,Palmeira dos Indios,AL,411.4,407.1,493.1,536.2,560,481.56,Não,Sim
18,Soteiro(a),Parda,F,ESpanhol,27014959,Palmeira dos Indios,AL,402.3,443.3,469,403.6,560,455.64,Não,Não
18,Soteiro(a),Parda,F,Inglês,27014010,Palmeira dos Indios,AL,424.8,464.8,482.5,413.1,460,449.04,Não,Não
18,Soteiro(a),Parda,F,ESpanhol,27050572,Coruripe,AL,506.9,523.9,524.7,496.8,820,574.46,"Sim, um",Sim
19,Soteiro(a),Preta,F,ESpanhol,27047830,Penedo,AL,525.6,611.6,615.7,531.6,720,600.9,Não,Sim
19,Soteiro(a),Parda,M,Inglês,27013979,Palmeira dos Indios,AL,366.9,434.1,368.3,512.1,380,412.28,Não,Sim
18,Soteiro(a),Preta,F,ESpanhol,27013979,Palmeira dos Indios,AL,461.7,548.9,529.8,472.3,600,522.54,Não,Sim
17,Soteiro(a),Preta,M,ESpanhol,27050572,Coruripe,AL,516.2,552.6,523,616.3,780,597.62,"Sim, um",Sim
18,Soteiro(a),Parda,M,Inglês,27215830,Palmeira dos Indios,AL,522.5,416.1,551.2,631.3,620,548.22,"Sim, um",Sim
18,Soteiro(a),Branca,M,Inglês,27226328,Coruripe,AL,459.5,474.7,515.9,399.1,560,481.84,Não,Não
18,Soteiro(a),Parda,F,Inglês,27226239,Coruripe,AL,352.4,451.9,455.3,403.1,520,436.54,Não,Não
16,Soteiro(a),Branca,F,ESpanhol,27215830,Palmeira dos Indios,AL,536.3,541.1,549.3,548.5,720,579.04,"Sim, um",Não
18,Soteiro(a),Preta,M,Inglês,27215830,Palmeira dos Indios,AL,535.1,514.3,561.1,374.3,660,528.96,Não,Não
17,Soteiro(a),Parda,M,Inglês,27042251,Coruripe,AL,421.4,483.6,512.5,414,560,478.3,"Sim, um",Sim
17,Soteiro(a),Branca,F,ESpanhol,27045145,Penedo,AL,521.2,592.8,551.2,597.7,720,596.58,Não,Sim
17,Soteiro(a),Parda,F,ESpanhol,27042251,Coruripe,AL,511.2,504.3,521.3,467,720,544.76,"Sim, um",Sim
17,Soteiro(a),Branca,M,Inglês,27220923,Palmeira dos Indios,AL,415.4,488.8,486.4,505,640,507.12,"Sim, um",Sim
18,Soteiro(a),Parda,F,ESpanhol,27050572,Coruripe,AL,495.9,574.4,570.3,557.3,680,575.58,"Sim, um",Sim
19,Soteiro(a),Parda,M,ESpanhol,27215830,Palmeira dos Indios,AL,547.2,584.6,606,564.9,660,592.54,"Sim, um",Sim
17,Soteiro(a),Preta,F,ESpanhol,27045234,Penedo,AL,407.2,512.5,502.9,464.5,580,493.42,Não,Não
18,Soteiro(a),Parda,F,ESpanhol,27015068,Palmeira dos Indios,AL,410.6,417.7,484.7,427.5,400,428.1,Não,Sim
20,Soteiro(a),Parda,M,ESpanhol,27050572,Coruripe,AL,454.7,495.6,472.3,543.9,720,537.3,Não,Sim
18,Soteiro(a),Parda,M,ESpanhol,27042251,Coruripe,AL,466.7,435,451.6,434.6,840,525.58,"Sim, um",Sim
18,Soteiro(a),Parda,F,Inglês,27226239,Coruripe,AL,383.2,463.8,483.2,417.3,520,453.5,"Sim, um",Sim
19,Soteiro(a),Parda,F,ESpanhol,27047830,Penedo,AL,542.6,551.7,551.2,639.7,540,565.04,Não,Sim
18,Soteiro(a),Preta,M,ESpanhol,27226328,Coruripe,AL,389.5,414.1,456.4,386,480,425.2,Não,Sim
18,Soteiro(a),Parda,F,Inglês,27050572,Coruripe,AL,488.2,449.8,546,538.5,800,564.5,Não,Sim
19,Soteiro(a),Parda,F,ESpanhol,27047830,Penedo,AL,565.9,648.8,622.8,798.6,880,703.22,"Sim, um",Sim
18,Soteiro(a),Branca,F,ESpanhol,27013928,Palmeira dos Indios,AL,382.2,331,482.4,453.8,460,421.88,Não,Sim
20,Soteiro(a),Indigena,M,ESpanhol,27013928,Palmeira dos Indios,AL,381.9,384.3,372.6,433.7,600,434.5,Não,Sim
17,Soteiro(a),Preta,M,Inglês,27045145,Penedo,AL,418.5,514.3,521,475.8,460,477.92,Não,Sim
19,Soteiro(a),Parda,M,ESpanhol,27050572,Coruripe,AL,634.6,592.4,598.7,696.5,800,664.44,"Sim, um",Sim
18,Soteiro(a),Parda,F,ESpanhol,27045145,Penedo,AL,398.7,467.9,497.3,561.3,520,489.04,Não,Sim
17,Soteiro(a),Branca,M,ESpanhol,27014053,Palmeira dos Indios,AL,480.7,539.8,571.3,638.2,940,634,Não,Sim
18,Soteiro(a),Parda,F,ESpanhol,27215830,Palmeira dos Indios,AL,478.1,531.6,506.8,593.9,700,562.08,Não,Sim
17,Soteiro(a),Branca,F,ESpanhol,27013928,Palmeira dos Indios,AL,417.4,488.9,443.6,371,540,452.18,Não,Sim
18,Não dec,Parda,F,ESpanhol,27015068,Palmeira dos Indios,AL,380.2,470.2,528.2,442.4,420,448.2,"Sim, um",Sim
17,Soteiro(a),Parda,F,ESpanhol,27226328,Coruripe,AL,338.6,360.3,391.3,402.4,500,398.52,Não,Não
17,Soteiro(a),Parda,F,Inglês,27045234,Penedo,AL,446.3,417,486.8,541.9,520,482.4,Não,Sim
17,Soteiro(a),Parda,M,Inglês,27013928,Palmeira dos Indios,AL,476.2,477.8,515.5,468.9,660,519.68,Não,Sim
20,Soteiro(a),Parda,M,Inglês,27215830,Palmeira dos Indios,AL,576,592.3,572.7,753.7,920,682.94,"Sim, dois",Sim
17,Soteiro(a),Parda,F,Inglês,27045145,Penedo,AL,443.4,469.4,465.7,399.3,500,455.56,Não,Não
17,Soteiro(a),Preta,F,ESpanhol,27014959,Palmeira dos Indios,AL,441.7,358.9,345.3,424.9,540,422.16,Não,Sim
22,Soteiro(a),Parda,F,Inglês,27013928,Palmeira dos Indios,AL,345.4,472,362.9,455.7,560,439.2,Não,Sim
19,Soteiro(a),Parda,M,ESpanhol,27047830,Penedo,AL,503.5,549.6,425.5,583.9,700,552.5,Não,Sim
18,Soteiro(a),Parda,F,ESpanhol,27014053,Palmeira dos Indios,AL,443.1,426.2,436.5,396.6,580,456.48,"Sim, um",Sim
22,Soteiro(a),Parda,M,Inglês,27047830,Penedo,AL,566.5,591,565.2,501.9,640,572.92,"Sim, um",Sim
20,Soteiro(a),Parda,F,ESpanhol,27047830,Penedo,AL,469.4,565.5,579.8,549.2,740,580.78,"Sim, um",Sim
17,Soteiro(a),Branca,F,Inglês,27226328,Coruripe,AL,399.6,461.5,470.3,407.8,420,431.84,Não,Sim
17,Soteiro(a),Parda,F,ESpanhol,27045234,Penedo,AL,426.4,530.4,490.2,466,700,522.6,Não,Sim
18,Soteiro(a),Parda,M,ESpanhol,27013928,Palmeira dos Indios,AL,468.6,450.3,502.3,406.2,480,461.48,Não,Sim
16,Soteiro(a),Parda,F,Inglês,27013901,Palmeira dos Indios,AL,507.9,526.2,569.3,368.3,660,526.34,Não,Sim
19,Soteiro(a),Preta,F,ESpanhol,27215830,Palmeira dos Indios,AL,567,490.8,561.1,602.5,740,592.28,Não,Não
18,Soteiro(a),Parda,M,ESpanhol,27050572,Coruripe,AL,512.7,542.6,519.5,514.4,620,541.84,Não,Não
20,Soteiro(a),Branca,F,ESpanhol,27047830,Penedo,AL,475.1,512.8,550.6,658.9,700,579.48,"Sim, um",Sim
18,Soteiro(a),Parda,M,Inglês,27042251,Coruripe,AL,447.3,506,424.1,430.7,920,545.62,Não,Não
17,Soteiro(a),Branca,M,Inglês,27013901,Palmeira dos Indios,AL,372.6,431.8,499.8,516.2,380,440.08,"Sim, um",Sim
18,Soteiro(a),Parda,F,ESpanhol,27014010,Palmeira dos Indios,AL,410.9,586,521.5,486.9,720,545.06,Não,Sim
18,Soteiro(a),Parda,F,ESpanhol,27050572,Coruripe,AL,445.8,581,575.9,563.8,620,557.3,Não,Não
20,Soteiro(a),Parda,M,ESpanhol,27215830,Palmeira dos Indios,AL,473.7,510.9,537.1,578.4,720,564.02,Não,Sim
18,Soteiro(a),Parda,M,ESpanhol,27013928,Palmeira dos Indios,AL,493.6,517.4,532.8,518.1,600,532.38,Não,Sim
17,Soteiro(a),Parda,M,ESpanhol,27045234,Penedo,AL,466.2,463.1,452.8,553.3,580,503.08,Não,Sim
18,Soteiro(a),Branca,M,ESpanhol,27215830,Palmeira dos Indios,AL,563.3,619.4,587.5,675.1,580,605.06,"Sim, um",Sim
18,Soteiro(a),Parda,F,Inglês,27014029,Palmeira dos Indios,AL,500,552.5,582.5,582.5,820,607.5,Não,Sim
17,Soteiro(a),Branca,M,ESpanhol,27014029,Palmeira dos Indios,AL,432.4,462.5,484.7,538.4,540,491.6,Não,Sim
18,Soteiro(a),Parda,F,Inglês,27013995,Palmeira dos Indios,AL,465.6,559.5,536.1,518.1,560,527.86,Não,Sim
19,Soteiro(a),Preta,M,ESpanhol,27045137,Penedo,AL,412.8,383.8,432.5,617,560,481.22,"Sim, um",Sim
18,Soteiro(a),Preta,F,ESpanhol,27015068,Palmeira dos Indios,AL,466.8,410.8,421.7,400.9,340,408.04,Não,Não
19,Soteiro(a),Parda,F,Inglês,27045145,Penedo,AL,391.8,366.9,420.6,475.6,520,434.98,Não,Não
17,Soteiro(a),Preta,F,ESpanhol,27014959,Palmeira dos Indios,AL,469.3,443.5,419.8,506.7,440,455.86,"Sim, dois",Não
19,Soteiro(a),Parda,F,ESpanhol,27047830,Penedo,AL,463.6,464.7,470.3,408.8,640,489.48,Não,Não
19,Soteiro(a),Parda,M,Inglês,27047830,Penedo,AL,521.1,555.3,559.7,496.7,840,594.56,Não,Sim
17,Soteiro(a),Parda,F,Inglês,27226328,Coruripe,AL,413.2,442.5,535.2,447.1,560,479.6,Não,Não
19,Soteiro(a),Parda,F,ESpanhol,27013979,Palmeira dos Indios,AL,355.3,429.6,436.9,416.6,420,411.68,Não,Não
17,Soteiro(a),Parda,F,ESpanhol,27042251,Coruripe,AL,384.3,493.8,520,422.4,740,512.1,Não,Não
19,Soteiro(a),Preta,M,ESpanhol,27047830,Penedo,AL,453.8,523.9,533.1,559.7,880,590.1,Não,Sim
18,Soteiro(a),Preta,F,ESpanhol,27226239,Coruripe,AL,412.7,450,454.3,388,560,453,Não,Não
17,Soteiro(a),Parda,F,Inglês,27014959,Palmeira dos Indios,AL,436.9,487.3,525.3,520.7,720,538.04,"Sim, um",Sim
17,Soteiro(a),Parda,M,ESpanhol,27220923,Palmeira dos Indios,AL,510.6,604.5,550.7,524,720,581.96,"Sim, um",Sim
17,Soteiro(a),Branca,F,Inglês,27045234,Penedo,AL,416.9,367.6,460.7,467.7,420,426.58,Não,Sim
20,Soteiro(a),Preta,F,Inglês,27047830,Penedo,AL,395.7,426,476,528,480,461.14,Não,Sim
17,Soteiro(a),Parda,F,Inglês,27045234,Penedo,AL,413.7,501.7,524.5,391.9,480,462.36,Não,Sim
19,Soteiro(a),Preta,M,ESpanhol,27042251,Coruripe,AL,464.7,336.1,500.6,431.3,520,450.54,"Sim, um",Sim
18,Soteiro(a),Branca,M,Inglês,27220923,Palmeira dos Indios,AL,501.7,557.5,562.8,497.4,520,527.88,"Sim, um",Sim
17,Soteiro(a),Parda,F,ESpanhol,27226239,Coruripe,AL,402.4,387.5,408.3,507.7,600,461.18,Não,Não
17,Soteiro(a),Parda,F,ESpanhol,27215830,Palmeira dos Indios,AL,433.4,535.8,530.9,525.3,560,517.08,Não,Sim
18,Soteiro(a),Preta,F,ESpanhol,27014010,Palmeira dos Indios,AL,409.6,467.4,551.2,426.1,560,482.86,Não,Não
20,Soteiro(a),Branca,F,ESpanhol,27047830,Penedo,AL,550.8,479.4,508.7,505.5,600,528.88,"Sim, um",Não
17,Soteiro(a),Parda,M,Inglês,27042251,Coruripe,AL,411,514,541.8,389.4,540,479.24,"Sim, um",Sim
18,Soteiro(a),Indigena,M,ESpanhol,27014029,Palmeira dos Indios,AL,412.3,390,491.8,625.6,580,499.94,Não,Sim
18,Soteiro(a),Parda,M,Inglês,27015068,Palmeira dos Indios,AL,351.8,393.6,480.3,369.8,300,379.1,Não,Sim
18,Soteiro(a),Branca,M,ESpanhol,27215830,Palmeira dos Indios,AL,539.5,558.6,582.1,598.7,640,583.78,Não,Sim
19,Soteiro(a),Parda,F,ESpanhol,27047830,Penedo,AL,508,404,464.9,489.2,560,485.22,"Sim, um",Sim
18,Soteiro(a),Branca,M,ESpanhol,27215830,Palmeira dos Indios,AL,626.4,636.2,622.4,711.9,840,687.38,"Sim, um",Sim
18,Soteiro(a),Parda,M,Inglês,27226328,Coruripe,AL,450.1,559.8,494.3,611.1,600,543.06,Não,Não
18,Soteiro(a),Parda,M,ESpanhol,27045234,Penedo,AL,391.7,512.5,488.6,413.9,620,485.34,Não,Sim
17,Soteiro(a),Parda,M,Inglês,27050572,Coruripe,AL,505,492.9,541.4,636.8,900,615.22,"Sim, um",Sim
18,Soteiro(a),Preta,M,ESpanhol,27042251,Coruripe,AL,463.1,471.7,533.7,397.1,480,469.12,Não,Sim
22,Soteiro(a),Branca,F,ESpanhol,27014029,Palmeira dos Indios,AL,380.3,392.3,410.1,371.4,480,406.82,Não,Não
18,Soteiro(a),Branca,F,Inglês,27013979,Palmeira dos Indios,AL,347.3,467.9,443.9,486.1,380,425.04,Não,Não
17,Soteiro(a),Parda,F,Inglês,27215830,Palmeira dos Indios,AL,566,563.8,622.6,704.9,680,627.46,"Sim, um",Sim
17,Soteiro(a),Preta,F,ESpanhol,27047830,Penedo,AL,488.5,544.7,584,543.3,740,580.1,Não,Sim
20,Separado(a),Parda,F,ESpanhol,27215830,Palmeira dos Indios,AL,467.6,468.4,587.4,603.6,640,553.4,"Sim, um",Sim
17,Soteiro(a),Parda,F,ESpanhol,27045234,Penedo,AL,419.8,427.8,475,512.6,540,475.04,Não,Sim
18,Soteiro(a),Parda,F,Inglês,27045145,Penedo,AL,420.7,485.1,498,564.2,780,549.6,Não,Sim
19,Soteiro(a),Parda,F,Inglês,27045234,Penedo,AL,481.8,586.2,575.6,596.2,680,583.96,Não,Sim
17,Soteiro(a),Parda,M,Inglês,27220923,Palmeira dos Indios,AL,586.1,550.1,563,625.9,660,597.02,"Sim, um",Sim
17,Soteiro(a),Branca,M,ESpanhol,27226239,Coruripe,AL,440.9,550,497.7,442.9,560,498.3,Não,Não
18,Soteiro(a),Branca,M,ESpanhol,27226239,Coruripe,AL,421.5,407.3,348.5,398,520,419.06,Não,Sim
18,Soteiro(a),Parda,F,ESpanhol,27045234,Penedo,AL,391.1,466,458.1,469.2,460,448.88,Não,Não
17,Soteiro(a),Parda,F,ESpanhol,27045234,Penedo,AL,345.1,478.6,526.5,510.7,540,480.18,"Sim, um",Sim
19,Soteiro(a),Parda,M,ESpanhol,27013901,Palmeira dos Indios,AL,410.8,487.9,466,536,440,468.14,"Sim, um",Sim
18,Soteiro(a),Branca,M,ESpanhol,27014010,Palmeira dos Indios,AL,464,435.9,481.5,474.4,780,527.16,"Sim, um",Sim
18,Casado(a),Não dec,M,ESpanhol,27045552,Penedo,AL,393.8,342.9,333.5,391,400,372.24,Não,Sim
18,Soteiro(a),Parda,M,Inglês,27215830,Palmeira dos Indios,AL,605.2,515.6,560.6,703.1,640,604.9,Não,Não
17,Soteiro(a),Branca,F,ESpanhol,27013979,Palmeira dos Indios,AL,424.4,516.8,543.4,501.5,520,501.22,Não,Sim
18,Soteiro(a),Branca,F,ESpanhol,27013979,Palmeira dos Indios,AL,450.6,517.8,469.2,399.1,380,443.34,Não,Não
18,Soteiro(a),Branca,M,Inglês,27047830,Penedo,AL,604.2,630.7,611.6,729.1,800,675.12,"Sim, um",Sim
17,Soteiro(a),Parda,F,ESpanhol,27014940,Palmeira dos Indios,AL,540,530.9,527.1,441,660,539.8,"Sim, um",Sim
17,Soteiro(a),Parda,F,Inglês,27226239,Coruripe,AL,413.5,399.2,343,372.6,420,389.66,Não,Não
18,Soteiro(a),Parda,F,ESpanhol,27045234,Penedo,AL,362.6,393.1,433.8,377.6,480,409.42,Não,Não
18,Soteiro(a),Parda,M,ESpanhol,27042251,Coruripe,AL,365.7,351.7,477.5,435.1,580,442,"Sim, um",Sim
16,Soteiro(a),Branca,F,ESpanhol,27215830,Palmeira dos Indios,AL,521.5,580,593.6,501.5,740,587.32,"Sim, um",Sim
17,Soteiro(a),Parda,F,ESpanhol,27220923,Palmeira dos Indios,AL,462.3,564.1,562.7,544.9,840,594.8,"Sim, um",Sim
18,Soteiro(a),Parda,F,Inglês,27045234,Penedo,AL,440.3,427.2,479.6,418.1,600,473.04,Não,Não
17,Soteiro(a),Branca,F,ESpanhol,27226239,Coruripe,AL,487.7,390.3,462.6,418,420,435.72,Não,Sim
17,Soteiro(a),Parda,F,Inglês,27013901,Palmeira dos Indios,AL,534.3,620.2,600.4,532.8,900,637.54,"Sim, um",Sim
19,Soteiro(a),Branca,F,ESpanhol,27045269,Penedo,AL,464.8,450.6,501.3,434.2,400,450.18,"Sim, um",Sim
19,Soteiro(a),Parda,F,ESpanhol,27047830,Penedo,AL,546.8,568.2,527.5,566.4,660,573.78,"Sim, dois",Sim
17,Soteiro(a),Parda,M,ESpanhol,27215830,Palmeira dos Indios,AL,489.1,480.2,546.4,675.7,660,570.28,Não,Sim
19,Soteiro(a),Branca,M,Inglês,27215830,Palmeira dos Indios,AL,564.1,506,523.3,609.7,700,580.62,"Sim, um",Sim
17,Soteiro(a),Parda,M,ESpanhol,27013901,Palmeira dos Indios,AL,450.5,391.7,517.3,610.4,600,513.98,"Sim, um",Sim
18,Soteiro(a),Parda,M,Inglês,27226328,Coruripe,AL,499.7,533.5,516.4,402.7,660,522.46,Não,Não
18,Soteiro(a),Branca,F,ESpanhol,27014029,Palmeira dos Indios,AL,388.1,406.6,407.7,460.5,500,432.58,Não,Não
17,Soteiro(a),Parda,F,ESpanhol,27226239,Coruripe,AL,408.4,498.5,506.5,485.3,480,475.74,Não,Não
19,Soteiro(a),Parda,M,ESpanhol,27047830,Penedo,AL,553.1,578.1,585.4,743.2,580,607.96,Não,Sim
18,Soteiro(a),Parda,M,ESpanhol,27215830,Palmeira dos Indios,AL,572.6,574.3,574.7,667.9,780,633.9,"Sim, um",Sim
17,Soteiro(a),Preta,F,ESpanhol,27014029,Palmeira dos Indios,AL,353.4,426.9,482.9,404.3,560,445.5,Não,Não
17,Soteiro(a),Branca,M,ESpanhol,27042251,Coruripe,AL,375.8,480.4,465.8,479.7,520,464.34,Não,Sim
17,Soteiro(a),Branca,F,Inglês,27042251,Coruripe,AL,453.3,400.4,492.1,391.5,560,459.46,Não,Sim
18,Não dec,Parda,F,ESpanhol,27047830,Penedo,AL,582,564.7,555.3,571.5,740,602.7,"Sim, um",Sim
17,Soteiro(a),Preta,M,ESpanhol,27014029,Palmeira dos Indios,AL,347.9,506.8,537.2,467.7,620,495.92,Não,Sim
17,Soteiro(a),Branca,F,ESpanhol,27045552,Penedo,AL,407.9,450.6,453.7,410.4,500,444.52,Não,Não
17,Soteiro(a),Parda,M,ESpanhol,27014029,Palmeira dos Indios,AL,550.5,344.6,508.9,465.6,460,465.92,Não,Sim
18,Soteiro(a),Parda,M,Inglês,27014010,Palmeira dos Indios,AL,456.1,388.7,375.3,455.1,520,439.04,Não,Sim
17,Soteiro(a),Parda,F,ESpanhol,27045153,Penedo,AL,557.6,648.6,600.9,674.6,800,656.34,"Sim, dois",Sim
18,Soteiro(a),Parda,F,ESpanhol,27215474,Penedo,AL,447.1,496.5,431.1,600.6,640,523.06,"Sim, um",Sim
17,Soteiro(a),Branca,F,ESpanhol,27220923,Palmeira dos Indios,AL,389.5,578,558.4,391.4,880,559.46,Não,Não
17,Soteiro(a),Branca,M,ESpanhol,27045552,Penedo,AL,434.9,502.4,469.1,460.8,560,485.44,Não,Não
19,Soteiro(a),Parda,M,ESpanhol,27047830,Penedo,AL,543.9,461.1,601.9,613.3,560,556.04,"Sim, um",Sim
17,Soteiro(a),Indigena,F,ESpanhol,27014959,Palmeira dos Indios,AL,478.6,573.5,544.4,581.8,620,559.66,Não,Não
